director,Total_Peliculas,Duracion_Promedio,Duracion_Minima,Duracion_Maxima,Desviacion_Estandar,Varianza
Patrice Laliberté,1,83.0,83,83,,
Patricia Ferreira,1,99.0,99,99,,
Patricia Font,1,98.0,98,98,,
Patricia Rozema,2,107.0,102,112,7.0710678118654755,50.0
Patrick Brice,2,79.0,78,80,1.4142135623730951,2.0
Patrick Tatopoulos,1,92.0,92,92,,
Patrik Syversen,1,98.0,98,98,,
Patryk Vega,2,113.0,94,132,26.870057685088806,722.0
Paul Andrew Williams,2,95.0,94,96,1.4142135623730951,2.0
Paul Dano,1,105.0,105,105,,
Paul Dugdale,3,95.33333333333333,87,101,7.371114795831995,54.33333333333336
Paul Feig,1,90.0,90,90,,
Paul Greengrass,3,134.33333333333334,115,144,16.743157806499145,280.33333333333326
Paul Haggis,2,122.5,112,133,14.849242404917497,220.5
Paul Katis,1,109.0,109,109,,
Paul Miller,1,42.0,42,42,,
Paul Munger,1,116.0,116,116,,
Paul Raschid,1,89.0,89,89,,
Paul Schrader,1,93.0,93,93,,
Paul Serafini,1,92.0,92,92,,
Paul Shoulberg,1,97.0,97,97,,
Paul Soriano,2,115.5,108,123,10.606601717798213,112.5
Paul Spurrier,1,105.0,105,105,,
Paul Tanter,1,87.0,87,87,,
Paul Thomas Anderson,5,130.8,15,189,67.38100622579037,4540.200000000001
Paul Urkijo Alijo,1,99.0,99,99,,
Paul Verhoeven,2,121.0,114,128,9.899494936611665,98.0
Paul W.S. Anderson,3,98.0,96,101,2.6457513110645907,7.0
Paul Weitz,2,110.0,109,111,1.4142135623730951,2.0
Paulo Oriol,1,106.0,106,106,,
Pavel Parkhomenko,1,108.0,108,108,,
Pawan K Shrivastava,1,80.0,80,80,,
Pawan Kripalani,1,93.0,93,93,,
Pawan Kumar,1,121.0,121,121,,
Paween Purijitpanya,1,118.0,118,118,,
Pedring A. Lopez,1,90.0,90,90,,
Pedro Antonio,1,95.0,95,95,,
Pedro Coutinho,1,90.0,90,90,,
Peggy Holmes,1,78.0,78,78,,
Pepe Bojórquez,1,117.0,117,117,,
Perci Intalan,1,96.0,96,96,,
Perry Lang,1,97.0,97,97,,
Pete Travis,2,100.0,90,110,14.142135623730951,200.0
Peter Berg,2,102.5,94,111,12.020815280171307,144.5
Peter Billingsley,1,93.0,93,93,,
Peter Chelsom,2,119.5,119,120,0.7071067811865476,0.5
Peter DeLuise,1,92.0,92,92,,
Peter Facinelli,1,115.0,115,115,,
Peter Fison,1,53.0,53,53,,
Peter Foott,1,83.0,83,83,,
Peter Hewitt,1,88.0,88,88,,
Peter Howitt,1,90.0,90,90,,
Peter Hutchings,2,95.5,94,97,2.1213203435596424,4.5
Peter Jackson,3,172.0,136,201,33.06055050963308,1093.0
Peter Lepeniotis,2,85.5,85,86,0.7071067811865476,0.5
Peter Mimi,1,94.0,94,94,,
Peter Orton,2,67.5,66,69,2.1213203435596424,4.5
Peter Pardini,1,114.0,114,114,,
Peter Sattler,1,117.0,117,117,,
Peter Segal,3,104.66666666666667,99,110,5.5075705472861,30.333333333333314
Peter Sollett,1,88.0,88,88,,
Peter Spirer,2,79.5,70,89,13.435028842544403,180.5
Peter Sullivan,2,94.0,90,98,5.656854249492381,32.0
Peter Svatek,1,94.0,94,94,,
Peter Webber,1,108.0,108,108,,
Peter Winther,1,115.0,115,115,,
Peter Yost,1,53.0,53,53,,
Peyton Reed,3,109.66666666666667,104,118,7.3711147958319945,54.33333333333334
Phanindra Narsetti,1,177.0,177,177,,
Phil Alden Robinson,1,124.0,124,124,,
Phil Burgers,1,60.0,60,60,,
Phil Joanou,1,92.0,92,92,,
Phil Morrison,1,107.0,107,107,,
Phil Weinstein,2,76.5,75,78,2.1213203435596424,4.5
Philip Barantini,1,97.0,97,97,,
Philip G. Atwell,1,103.0,103,103,,
Philip Marlatt,1,90.0,90,90,,
Philip Yung,1,99.0,99,99,,
Philipp Eichholtz,1,70.0,70,70,,
Philipp Stölzl,2,130.0,105,155,35.35533905932738,1250.0
Philippe Aractingi,4,101.25,94,112,8.139410298049855,66.25000000000001
Philippe Falardeau,1,98.0,98,98,,
Phillip Noyce,3,122.0,107,142,18.027756377319946,325.0
Phillip Youmans,1,78.0,78,78,,
Phyllida Lloyd,1,105.0,105,105,,
Pia Sukanya,1,108.0,108,108,,
Pierfrancesco Diliberto,1,45.0,45,45,,
Pierre Coré,1,86.0,86,86,,
Pierre Morel,2,97.5,93,102,6.363961030678928,40.5
Pieter Kuijpers,1,132.0,132,132,,
Pieter-Jan De Pue,1,84.0,84,84,,
Piti Jaturaphat,1,82.0,82,82,,
Poj Arnon,3,99.66666666666667,93,103,5.77350269189626,33.33333333333336
Pooja Bhatt,1,113.0,113,113,,
Prabhakaran,1,113.0,113,113,,
Prabhu Deva,1,137.0,137,137,,
Prabhuraj,1,110.0,110,110,,
Pradeep Verma,1,121.0,121,121,,
Pradip Kurbah,1,107.0,107,107,,
Prakash Balwant Saini,1,110.0,110,110,,
Prakash Jha,5,156.2,146,164,8.497058314499203,72.20000000000002
Prakash Kunte,1,96.0,96,96,,
Prakash Mehra,3,166.33333333333334,156,172,8.9628864398325,80.3333333333333
Pramod Pawar,1,128.0,128,128,,
Prasanth Varma,1,111.0,111,111,,
Prashant Nair,1,96.0,96,96,,
Prasobh Vijayan,1,85.0,85,85,,
Prateek Vats,1,97.0,97,97,,
Pratim D. Gupta,2,112.5,107,118,7.7781745930520225,60.5
Praveen Kandregula,1,99.0,99,99,,
Praveen Nischol,1,163.0,163,163,,
Prawal Raman,1,116.0,116,116,,
Prem Soni,1,109.0,109,109,,
Prentice Penny,1,104.0,104,104,,
Preston A. Whitmore II,1,108.0,108,108,,
Prime Cruz,1,102.0,102,102,,
Priyadarshan,5,130.6,101,151,20.549939172659368,422.29999999999995
Pulkit,1,94.0,94,94,,
Puneet Khanna,1,126.0,126,126,,
Puneet Sira,1,101.0,101,101,,
Punit Malhotra,2,136.0,128,144,11.313708498984761,128.0
Puri Jagannadh,1,116.0,116,116,,
Qaushiq Mukherjee,3,106.0,96,113,8.888194417315589,79.0
Quentin Tarantino,7,148.85714285714286,111,168,19.45446453840841,378.4761904761903
Quinn Lasher,1,89.0,89,89,,
Quoc Bao Tran,1,111.0,111,111,,
R. Balki,1,130.0,130,130,,
R. Ellis Frazier,2,89.5,87,92,3.5355339059327378,12.5
R. Kannan,1,123.0,123,123,,
R.J. Daniel Hanna,1,102.0,102,102,,
RZA,2,114.5,106,123,12.020815280171307,144.5
Raaghav Dar,1,100.0,100,100,,
Raam Reddy,1,123.0,123,123,,
Rachel Griffiths,1,99.0,99,99,,
Rachel Lears,1,88.0,88,88,,
Rachel Talalay,1,99.0,99,99,,
Radha Blank,1,124.0,124,124,,
Raditya Dika,2,109.0,91,127,25.45584412271571,648.0
Rae Red,1,78.0,78,78,,
Rahat Kazmi,1,75.0,75,75,,
Rahul Dholakia,1,143.0,143,143,,
Rahul Ravindran,1,152.0,152,152,,
Rahul Rawail,1,143.0,143,143,,
Rai Yuvraj Bains,1,133.0,133,133,,
Raj Amit Kumar,1,103.0,103,103,,
Raj B. Shetty,1,132.0,132,132,,
Raj Babu,1,126.0,126,126,,
Raj Kanwar,1,149.0,149,149,,
Raj Kapoor,3,191.33333333333334,168,228,32.14550253664318,1033.333333333333
Raj Kaushal,1,122.0,122,122,,
Raj Khosla,1,161.0,161,161,,
Raj Kumar Gupta,3,118.33333333333333,95,131,20.231987873991358,409.33333333333337
Raj N. Sippy,1,153.0,153,153,,
Raj R,1,131.0,131,131,,
Raja Chanda,1,137.0,137,137,,
Raja Gosnell,4,96.5,88,105,8.736894948054104,76.33333333333333
Raja Menon,1,95.0,95,95,,
Rajan Madhav,1,134.0,134,134,,
Rajat Kapoor,2,100.5,97,104,4.949747468305833,24.5
Rajeev Chaudhari,1,115.0,115,115,,
Rajeev Patil,1,122.0,122,122,,
Rajesh Ganguly,1,103.0,103,103,,
Rajesh Mapuskar,1,133.0,133,133,,
Rajesh Touchriver,1,122.0,122,122,,
Rajiv Chilaka,3,73.0,64,87,12.288205727444508,151.0
Rajiv Mehra,5,151.6,142,164,8.08084154033477,65.30000000000001
Rajiv Menon,1,131.0,131,131,,
Rajkumar Hirani,3,156.33333333333334,146,164,9.291573243177574,86.3333333333334
Rajkumar Santoshi,6,160.0,150,166,6.09918027279076,37.199999999999974
Rakesh Mehta,1,109.0,109,109,,
Rakesh Ranjan Kumar,1,107.0,107,107,,
Rakeysh Omprakash Mehra,4,129.75,103,159,22.911059920192837,524.9166666666666
Rako Prijanto,3,98.33333333333333,89,104,8.144527815247079,66.33333333333334
Rakshith Thirthahalli,1,126.0,126,126,,
Ralph Macchio,1,24.0,24,24,,
Ram,1,148.0,148,148,,
Ram Gopal Varma,7,127.42857142857143,97,168,23.5432732279459,554.2857142857141
Raman Kumar,1,118.0,118,118,,
Ramesh Sippy,1,121.0,121,121,,
Ramesh Talwar,1,170.0,170,170,,
Rami Hachache,1,70.0,70,70,,
Ramin Bahrani,1,127.0,127,127,,
Ramon Térmens,1,119.0,119,119,,
Ramsey Nouah,2,142.5,136,149,9.192388155425117,84.5
Ramón Salazar,1,113.0,113,113,,
Rana Eid,1,69.0,69,69,,
Rana Ranbir,1,123.0,123,123,,
Randa Chahal Sabbag,1,76.0,76,76,,
Randal Kleiser,2,107.5,105,110,3.5355339059327378,12.5
Randall Lobb,1,83.0,83,83,,
Ranjit Jeyakodi,1,120.0,120,120,,
Ranjit Tiwari,1,144.0,144,144,,
Rano Karno,3,91.33333333333333,86,95,4.725815626252606,22.333333333333314
Raoul Peck,1,94.0,94,94,,
Rarecho,1,22.0,22,22,,
Ravi Babu,1,110.0,110,110,,
Ravi Udyawar,1,139.0,139,139,,
Ravikanth Perepu,1,126.0,126,126,,
Ravishankar Venkateswaran,1,85.0,85,85,,
Raymond McGrath,1,45.0,45,45,,
Raymond Wood,1,94.0,94,94,,
Raz Degan,1,83.0,83,83,,
Raúl Arévalo,1,92.0,92,92,,
Rebecca Addelman,1,89.0,89,89,,
Rebecca Johnson,1,94.0,94,94,,
Rebecca Zlotowski,2,100.5,93,108,10.606601717798213,112.5
Reem Kherici,1,94.0,94,94,,
Reema Kagti,2,129.5,119,140,14.849242404917497,220.5
Reginald Hudlin,3,113.33333333333333,104,118,8.082903768654761,65.33333333333334
Reiner Holzemer,1,89.0,89,89,,
Reinhard Klooss,1,93.0,93,93,,
Remi Weekes,1,93.0,93,93,,
Remo D'Souza,3,141.33333333333334,136,146,5.033222956847166,25.33333333333333
Remy Kohli,1,126.0,126,126,,
Renato De Maria,1,111.0,111,111,,
Rene Bueno,1,94.0,94,94,,
Rene Liu,1,119.0,119,119,,
Renny Harlin,3,108.33333333333333,105,113,4.163331998932265,17.33333333333333
Renuka Shahane,1,96.0,96,96,,
Renzil D'Silva,2,130.5,114,147,23.33452377915607,544.5
René Pérez Joglar,1,97.0,97,97,,
Rhiannon Bannenberg,1,87.0,87,87,,
Rhys Thomas,2,66.0,62,70,5.656854249492381,32.0
Rian Johnson,2,131.0,110,152,29.698484809834994,882.0
Ribhu Dasgupta,3,111.33333333333333,86,128,22.30097157823697,497.33333333333326
Ric Roman Waugh,3,115.33333333333333,104,121,9.81495457622364,96.33333333333336
Ricardo Maldonado,1,100.0,100,100,,
Ricardo de Montreuil,1,98.0,98,98,,
Riccardo Milani,1,99.0,99,99,,
Riccardo Pilizzeri,1,86.0,86,86,,
Rich Ragsdale,1,100.0,100,100,,
Richard Attenborough,1,176.0,176,176,,
Richard Bailey,1,71.0,71,71,,
Richard Bates Jr.,1,94.0,94,94,,
Richard Brooks,1,108.0,108,108,,
Richard Correll,1,98.0,98,98,,
Richard Curtis,1,123.0,123,123,,
Richard Donner,1,102.0,102,102,,
Richard Gabai,1,92.0,92,92,,
Richard Greenberg,1,102.0,102,102,,
Richard Kelly,1,116.0,116,116,,
Richard LaGravenese,2,125.0,124,126,1.4142135623730951,2.0
Richard Laxton,1,109.0,109,109,,
Richard Linklater,1,110.0,110,110,,
Richard Loncraine,1,92.0,92,92,,
Richard Mears,1,59.0,59,59,,
Richard Michaels,1,93.0,93,93,,
Richard Miron,1,93.0,93,93,,
Richard Rich,2,45.0,45,45,0.0,0.0
Richard Sears,1,84.0,84,84,,
Richard Shepard,1,91.0,91,91,,
Richard Weston,3,46.0,46,46,0.0,0.0
Richard van't Riet,1,65.0,65,65,,
Richie Smyth,1,108.0,108,108,,
Rick Morales,1,22.0,22,22,,
Ricky Gervais,2,99.0,97,101,2.8284271247461903,8.0
Ricky Staub,1,112.0,112,112,,
Ridley Scott,2,130.5,117,144,19.091883092036785,364.5
Rik Reinholdtsen,1,65.0,65,65,,
Rikhil Bahadur,1,98.0,98,98,,
Rima Das,1,95.0,95,95,,
Ringo Lam,2,100.5,100,101,0.7071067811865476,0.5
Riri Riza,5,109.0,74,141,26.711420778386163,713.5
Ritesh Batra,1,103.0,103,103,,
Rizal Mantovani,2,116.0,106,126,14.142135623730951,200.0
Rizki Balki,1,106.0,106,106,,
Rob Burnett,1,97.0,97,97,,
Rob Cohen,3,110.0,103,124,12.12435565298214,147.0
Rob Marshall,2,138.0,131,145,9.899494936611665,98.0
Rob McKittrick,1,94.0,94,94,,
Rob Meyer,1,89.0,89,89,,
Rob Minkoff,4,90.0,78,104,11.16542281629615,124.66666666666667
Rob Reiner,4,99.25,90,113,9.742518497116988,94.91666666666667
Rob Silvestri,1,22.0,22,22,,
Rob Smat,1,88.0,88,88,,
Rob W. King,1,94.0,94,94,,
Rob Zombie,1,57.0,57,57,,
Robb Dipple,1,84.0,84,84,,
Robbie Countryman,1,29.0,29,29,,
Robbie Grewal,1,141.0,141,141,,
Robert Adetuyi,1,95.0,95,95,,
Robert Aldrich,1,121.0,121,121,,
Robert Altman,2,125.5,114,137,16.263455967290593,264.5
Robert Berlinger,1,95.0,95,95,,
Robert Clouse,1,103.0,103,103,,
Robert Eagar,1,110.0,110,110,,
Robert Eggers,1,92.0,92,92,,
Robert Kouba,1,92.0,92,92,,
Robert Krantz,1,106.0,106,106,,
Robert Luketic,6,103.66666666666667,96,123,10.171856598805682,103.4666666666667
Robert Markowitz,1,96.0,96,96,,
Robert O. Peters,2,105.5,99,112,9.192388155425117,84.5
Robert Peters,1,98.0,98,98,,
Robert Radler,1,97.0,97,97,,
Robert Rodriguez,8,93.75,83,108,8.447315719040152,71.35714285714282
Robert Schwentke,1,107.0,107,107,,
Robert Smigel,1,117.0,117,117,,
Robert Tate,1,90.0,90,90,,
Robert Townsend,1,90.0,90,90,,
Robert Vince,6,89.83333333333333,83,93,4.02077936060494,16.166666666666668
Robert Zemeckis,3,114.66666666666667,100,130,15.011106998930268,225.3333333333333
Roberto Girault Facha,1,87.0,87,87,,
Roberto Santucci,1,101.0,101,101,,
Robi Michael,1,98.0,98,98,,
Robin Aubert,1,104.0,104,104,,
Robin Bissell,1,133.0,133,133,,
Robin Swicord,2,107.5,106,109,2.1213203435596424,4.5
Robyn Butler,1,25.0,25,25,,
Rocco Ricciardulli,1,107.0,107,107,,
Rocky Soraya,5,112.4,106,117,5.1283525619832355,26.300000000000015
Rod Blackhurst,1,97.0,97,97,,
Rod Cabatana Marmol,1,95.0,95,95,,
Rod Daniel,1,88.0,88,88,,
Rod Lurie,1,123.0,123,123,,
Rodolphe Guenoden,1,23.0,23,23,,
Rodrigo Triana,1,89.0,89,89,,
Rodrigo Van Der Put,2,45.0,44,46,1.4142135623730951,2.0
Roger Christian,1,118.0,118,118,,
Roger Donaldson,3,109.33333333333333,108,112,2.309401076758502,5.333333333333329
Roger Gual,1,77.0,77,77,,
Roger Kumble,4,96.5,89,105,6.757711644237764,45.666666666666664
Roger Russell,1,104.0,104,104,,
Roger Spottiswoode,1,119.0,119,119,,
Roger Young,1,93.0,93,93,,
Rohan Sippy,1,129.0,129,129,,
Rohena Gera,1,99.0,99,99,,
Rohit Jugraj,4,144.5,140,151,4.795831523312722,23.000000000000018
Rohit Mittal,1,97.0,97,97,,
Rohit Shetty,5,142.8,135,154,8.288546314040838,68.69999999999996
Roland Emmerich,3,129.33333333333334,109,158,25.540817005987368,652.3333333333335
Rolfe Kanefsky,1,95.0,95,95,,
Romain Gavras,1,101.0,101,101,,
Roman Coppola,1,86.0,86,86,,
Roman Gackowski,1,70.0,70,70,,
Roman Polanski,1,137.0,137,137,,
Roman Polański,1,149.0,149,149,,
Roman White,1,98.0,98,98,,
Ron Davis,1,83.0,83,83,,
Ron Howard,7,129.0,105,149,14.87727573628093,221.3333333333333
Ron Krauss,1,101.0,101,101,,
Ron Myrick,2,34.0,33,35,1.4142135623730951,2.0
Ron Oliver,3,92.66666666666667,87,96,4.93288286231625,24.333333333333353
Ron Underwood,1,96.0,96,96,,
Ross Boyask,2,87.5,82,93,7.7781745930520225,60.5
Ross Kauffman,1,32.0,32,32,,
Ross Venokur,1,85.0,85,85,,
Rowan Athale,1,96.0,96,96,,
Roy Allen Smith,1,37.0,37,37,,
Roy Campanella II,1,93.0,93,93,,
Roy Poortmans,1,90.0,90,90,,
Ruben Fleischer,2,85.5,83,88,3.5355339059327378,12.5
Rucha Humnabadkar,1,105.0,105,105,,
Ruchi Narain,1,120.0,120,120,,
Rudy Soedjarwo,1,95.0,95,95,,
Ruel S. Bayani,2,102.5,102,103,0.7071067811865476,0.5
Rupert Jones,1,99.0,99,99,,
Rushmore DeNooyer,1,113.0,113,113,,
Russell Crowe,1,111.0,111,111,,
Rusty Nixon,1,77.0,77,77,,
Ry Russo-Young,1,98.0,98,98,,
Ryan Coogler,2,110.0,85,135,35.35533905932738,1250.0
Ryan Crego,1,93.0,93,93,,
Ryan Koo,1,96.0,96,96,,
Ryan Murphy,2,136.0,132,140,5.656854249492381,32.0
Ryan Polito,7,68.14285714285714,59,87,9.719886340703296,94.4761904761905
Ryu Jung-woo,1,48.0,48,48,,
Ryuichi Hiroki,1,143.0,143,143,,
S. Shankar,1,166.0,166,166,,
S.A. Zaidi,1,90.0,90,90,,
S.S. Rajamouli,2,162.0,159,165,4.242640687119285,18.0
S.S. Wilson,1,101.0,101,101,,
Saandeep Patel,1,163.0,163,163,,
Saara Cantell,1,108.0,108,108,,
Sabal Singh Shekawat,1,99.0,99,99,,
Sabir Khan,1,127.0,127,127,,
Sabrina Rochelle Kalangie,1,106.0,106,106,,
Sabu Varghese,1,88.0,88,88,,
Sacha Gervasi,1,86.0,86,86,,
Sacha Wolff,1,99.0,99,99,,
Sachin,2,128.0,124,132,5.656854249492381,32.0
Sachin Kamlakar Khot,1,115.0,115,115,,
Sachin Kundalkar,1,151.0,151,151,,
Sachin Yardi,3,121.33333333333333,101,136,18.17507450695411,330.33333333333326
Sadeq Behbehani,1,72.0,72,72,,
Saeed Hamed,1,105.0,105,105,,
Safdar Rahman,1,92.0,92,92,,
Sagar Sarhadi,1,121.0,121,121,,
Saheed Arafath,1,104.0,104,104,,
Sai Paranjape,1,140.0,140,140,,
Saji Surendran,1,150.0,150,150,,
Sajid Khan,1,140.0,140,140,,
Saket Behl,1,140.0,140,140,,
Saket Chaudhary,1,120.0,120,120,,
Salim Akil,1,113.0,113,113,,
Salima Koroma,1,83.0,83,83,,
Sally Potter,1,90.0,90,90,,
Salmeen AlMurry Amer,1,109.0,109,109,,
Salvador Calvo,2,125.0,120,130,7.0710678118654755,50.0
Salvador Espinosa,1,112.0,112,112,,
"Sam ""Blitz"" Bazawule",1,81.0,81,81,,
Sam Irvin,1,84.0,84,84,,
Sam Levinson,1,106.0,106,106,,
Sam Liu,3,78.33333333333333,77,81,2.309401076758502,5.333333333333329
Sam Loh,1,82.0,82,82,,
Sam Macaroni,1,84.0,84,84,,
Sam Mendes,2,121.0,120,122,1.4142135623730951,2.0
Sam O'Steen,1,98.0,98,98,,
Sam Patton,1,76.0,76,76,,
Sam Raimi,2,112.0,85,139,38.18376618407357,1458.0
Sam Taplin,2,54.5,54,55,0.7071067811865476,0.5
Sam Taylor-Johnson,1,99.0,99,99,,
Sam Upton,1,90.0,90,90,,
Sam Voutas,1,88.0,88,88,,
Sam Wrench,1,62.0,62,62,,
Sam de Jong,1,89.0,89,89,,
Samar Khan,1,135.0,135,135,,
Samar Shaikh,1,116.0,116,116,,
Sameer Patil,1,138.0,138,138,,
Sameer Sharma,1,129.0,129,129,,
Sameer Vidwans,2,128.5,125,132,4.949747468305833,24.5
Sameh Abdulaziz,6,105.83333333333333,98,116,7.277820186475249,52.966666666666626
Samir Al Asfory,1,237.0,237,237,,
Samir Karnik,1,165.0,165,165,,
Samir Soni,1,92.0,92,92,,
Samit Kakkad,1,90.0,90,90,,
Sammaria Sari Simanjuntak,1,102.0,102,102,,
Samu Fuentes,1,110.0,110,110,,
Samuel Jouy,1,94.0,94,94,,
Sandeep Chatterjee,1,99.0,99,99,,
Sandeep Reddy Vanga,1,171.0,171,171,,
Sandy Chronopoulos,1,88.0,88,88,,
Sang-ho Yeon,2,110.0,102,118,11.313708498984761,128.0
Sangeeth Sivan,2,156.0,147,165,12.727922061357855,162.0
Sanjay Dayma,1,154.0,154,154,,
Sanjay Gupta,1,139.0,139,139,,
Sanjay Jadhav,2,131.5,113,150,26.16295090390226,684.5
Sanjay Leela Bhansali,1,121.0,121,121,,
Sanjay Patel,1,105.0,105,105,,
Sanjay Soorkar,1,152.0,152,152,,
Sanjeev Gupta,1,95.0,95,95,,
Sanjib Dey,1,128.0,128,128,,
Sanjiv Jaiswal,1,117.0,117,117,,
Santhosh Viswanath,1,149.0,149,149,,
Santiago Alvarado Ilarri,1,93.0,93,93,,
Santosh Manjrekar,1,148.0,148,148,,
Santosh Sivan,2,131.5,95,168,51.61879502661797,2664.5
Santram Varma,1,124.0,124,124,,
Santwana Bardoloi,1,117.0,117,117,,
Sara Colangelo,1,97.0,97,97,,
Sarah Adina Smith,1,98.0,98,98,,
Sarah Gavron,2,100.0,93,107,9.899494936611665,98.0
Sarah Holt,1,53.0,53,53,,
Sarah Smith,1,98.0,98,98,,
Saratswadee Wongsomphet,2,111.5,111,112,0.7071067811865476,0.5
Saravana Rajan,1,132.0,132,132,,
Saravana Rajendran,1,126.0,126,126,,
Sarik Andreasyan,1,95.0,95,95,,
Sarjun,1,127.0,127,127,,
Sartaj Singh Pannu,1,130.0,130,130,,
Sarthak Dasgupta,1,102.0,102,102,,
Sathyan Anthikad,1,125.0,125,125,,
Satish Kaushik,2,147.5,137,158,14.849242404917497,220.5
Satish Manwar,1,99.0,99,99,,
Satish Rajwade,3,122.33333333333333,107,133,13.613718571108091,185.33333333333334
Satyajit Bhatkal,2,122.5,104,141,26.16295090390226,684.5
Saul Dibb,1,107.0,107,107,,
Saurabh Kabra,1,128.0,128,128,,
Saurabh Sinha,1,118.0,118,118,,
Saurav Palodhi,1,118.0,118,118,,
Savage Steve Holland,4,69.25,68,71,1.5,2.25
Scot Armstrong,1,93.0,93,93,,
Scott Aukerman,1,83.0,83,83,,
Scott Cooper,1,134.0,134,134,,
Scott Hicks,1,104.0,104,104,,
Scott L. Montoya,2,63.5,58,69,7.7781745930520225,60.5
Scott Marshall Smith,1,104.0,104,104,,
Scott Martin,1,126.0,126,126,,
Scott McAboy,1,69.0,69,69,,
Scott Moran,2,64.5,63,66,2.1213203435596424,4.5
Scott Speer,1,91.0,91,91,,
Scott Spiegel,1,88.0,88,88,,
Scott Stewart,2,98.5,97,100,2.1213203435596424,4.5
Scott Walker,1,106.0,106,106,,
Scott Zabielski,2,78.5,71,86,10.606601717798213,112.5
Sean Anders,1,109.0,109,109,,
Sean Baker,1,111.0,111,111,,
Sean Cisterna,2,90.5,88,93,3.5355339059327378,12.5
Sean Foley,1,88.0,88,88,,
Sean Hanish,1,88.0,88,88,,
Sean McNamara,4,96.5,88,106,8.850612031567838,78.33333333333337
Sean Menard,1,60.0,60,60,,
Sean Olson,1,90.0,90,90,,
Sean Penn,2,139.5,131,148,12.020815280171307,144.5
Sebastian DiNatale,1,63.0,63,63,,
Sebastian Gutierrez,1,109.0,109,109,,
Sebastián Hofmann,1,96.0,96,96,,
Sebastián Schindel,3,97.66666666666667,93,100,4.041451884327382,16.33333333333335
Seema Pahwa,1,113.0,113,113,,
Seiji Mizushima,1,103.0,103,103,,
Sekhar Kammula,1,130.0,130,130,,
Selima Taibi,1,96.0,96,96,,
Selvamani Selvaraj,1,94.0,94,94,,
Selçuk Aydemir,1,107.0,107,107,,
Semi Chellas,1,87.0,87,87,,
Sergei Bodrov,1,102.0,102,102,,
Sergio Barrejón,1,90.0,90,90,,
Sergio Leone,2,197.5,166,229,44.54772721475249,1984.5
Sergio Pablos,1,98.0,98,98,,
Sermiyan Midyat,3,102.66666666666667,100,107,3.7859388972001833,14.33333333333334
Seth Barrish,2,81.0,76,86,7.0710678118654755,50.0
Seth Gordon,1,88.0,88,88,,
Seth Henrikson,1,86.0,86,86,,
Seyi Babatope,2,107.0,105,109,2.8284271247461903,8.0
Shaad Ali,1,131.0,131,131,,
Shadab Khan,1,126.0,126,126,,
Shadi Ali,1,94.0,94,94,,
Shady Hanna,1,98.0,98,98,,
Shaina Allen,1,77.0,77,77,,
Shakti Samanta,2,159.5,158,161,2.1213203435596424,4.5
Shakun Batra,2,122.0,106,138,22.627416997969522,512.0
Shammi Kapoor,1,162.0,162,162,,
Shamyl Othman,1,88.0,88,88,,
Shamzu Zayba,1,110.0,110,110,,
Shanavas K. Bavakutty,1,139.0,139,139,,
Shanawaz Nellikunnil,1,104.0,104,104,,
Shane Acker,1,80.0,80,80,,
Shanjey Kumar Perumal,1,76.0,76,76,,
Shanker Raman,1,106.0,106,106,,
Shannon Hartman,8,65.25,60,77,5.28474894659826,27.92857142857142
Sharan Koppisetty,1,125.0,125,125,,
Sharan Sharma,1,113.0,113,113,,
Shashank Khaitan,1,131.0,131,131,,
Shashanka Ghosh,1,121.0,121,121,,
Shashilal K. Nair,1,160.0,160,160,,
Shaun Paul Piccinino,4,102.0,90,107,8.12403840463596,66.0
Shawn Arranha,1,96.0,96,96,,
Shawn Crahan,1,91.0,91,91,,
Shawn Levy,3,102.66666666666667,88,127,21.22105872319601,450.33333333333337
Shawn Rech,1,83.0,83,83,,
Shaz Bennett,1,83.0,83,83,,
Shazia Ali Khan,1,124.0,124,124,,
Shekhar Kapur,1,138.0,138,138,,
Shelly Chopra Dhar,1,120.0,120,120,,
Sherif Arafa,2,127.5,120,135,10.606601717798213,112.5
Sherif Ismail,1,110.0,110,110,,
Sherif Mandour,1,83.0,83,83,,
Shigeaki Kubo,2,111.5,94,129,24.748737341529164,612.5
Shin-yeon Won,1,118.0,118,118,,
Shirish Kunder,3,122.66666666666667,98,163,35.21836642056717,1240.3333333333333
Shirley Frimpong-Manso,2,126.0,104,148,31.11269837220809,968.0
Shivam Nair,2,131.5,122,141,13.435028842544403,180.5
Shivendra Singh Dungarpur,1,156.0,156,156,,
Shlok Sharma,2,93.5,93,94,0.7071067811865476,0.5
Shonali Bose,1,143.0,143,143,,
Shoojit Sircar,1,128.0,128,128,,
Shravan Kumar,1,118.0,118,118,,
Shree Narayan Singh,1,145.0,145,145,,
Shreyas Talpade,1,128.0,128,128,,
Shrihari Sathe,1,89.0,89,89,,
Shubham Singh,1,125.0,125,125,,
Shunsuke Kariyama,1,119.0,119,119,,
Shyam Benegal,4,138.75,131,155,10.965856099730653,120.24999999999994
Sian Heder,1,112.0,112,112,,
Sibusiso Khuzwayo,1,30.0,30,30,,
Siddique,1,130.0,130,130,,
Sidharth Malhotra,1,119.0,119,119,,
Sigrid Andrea Bernardo,1,84.0,84,84,,
Simon Baker,1,116.0,116,116,,
Simon Curtis,1,99.0,99,99,,
Simon Napier-Bell,1,70.0,70,70,,
Simon Rumley,1,111.0,111,111,,
Simon Stone,2,104.0,95,113,12.727922061357855,162.0
